id,date_applied,company,job_title,platform,source_url,salary_range,status,last_updated,hr_contact_name,hr_contact_email,hr_contact_phone,interview_date,interview_time,interview_round,interview_type,interviewer_name,notes,follow_up_date,offer_amount,offer_date,rejection_reason,cv_version
1,2026-09-01,Razorpay,Product Ops Manager,LinkedIn,,,APPLIED,2026-09-01,,,,,,,,,,2026-09-08,,,,standard
